,processed_tweet,label_enc
152,cuba™s low number covid19 deaths due use hydroxychloroquine treat patients,0
153,boracay¡ scientist says cure patients covid19 biology,0
154,active ingredients chloroquine ivermectin also found lemon orange peels,0
155,photo claims show prescription list medications treat coronavirus home,0
156,randomized doubleblind study henry ford health system proved hydroxychloroquine effective covid19,0
157,viral video interview terra pure portal disseminated doctor mariana colonies armenia denounces registration numbers people infected killed covid19 disease argentina says buenos aires government pays doctors institutions alleged purpose extending quarantine,0
158,general treatment new coronavirus includes antibiotics antiinflammatories corticosteroids,0
159,oxford university™s vaccine made using cells aborted fetuses,0
160,post uses image undocumented nicaraguan claims tested positive covid19 spitting doors,0
161,economic bonus low electrical energy consumption collects personal data government explain could used,0
162,good catch covid19 summer less aggressive,0
163,centers disease control prevention made mistake lowered covid19 case count florida,0
164,5g generates coronavirus sarscov2 human skin cells,0
165,picture shown post dr sunday poland died due coronavirus,0
166,government offered economic bonus households consumed less electrical energy process reflected problems due amendments bond changed objective,0
167,covid19 means see sheep surrender™ latin,0
168,facebook video claims new oral spray deactivates 98 coronavirus mouth effect believed partly due ability trypsin sever proteins surface sarscov2 virus,0
169,viral pictures show organ trafficking covid19 patients dead bodies,0
170,president ghana said coronavirus created laboratory,0
171,world health organization suspended production american covid19 vaccine promoted chinese version,0
172,covid19 vaccine developed china effective cheaper one developed oxford university,0
173,government offered economic bonus households consumed less electrical energy process reflected problems due amendments bond changed objective,0
174,centers disease control prevention made mistake lowered covid19 case count florida,0
175,picture shown post dr sunday poland died due coronavirus,0
176,claim facemasks restrict breathing cause hypoxia,0
177,ivermectin cures new coronavirus,0
178,coronavac chinese vaccine covid19 tested brazil made aborted fetus cells,0
179,covid19 means see sheep surrender™ latin,0
180,video shows first volunteer vaccinated coronavac vaccine produced chinese sinovac biotech diana™t arm punctured proves drug scam,0
181,chlorine bleach corrosive flushed toilet prevent expansion coronavirus,0
182,covid19 vaccine developed china effective cheaper one developed oxford university,0
183,video shows candidate upcoming new zealand elections claiming country™s prime minister jacinda ardern authorized military enter private residences order enforce covid19 quarantine measures viewed tens thousands times multiple posts facebook july 2020,0
184,video family doctor natalia preso cancel criticizing pcr test used detect coronavirus active infections,0
185,rnabased covid19 vaccines turn humans genetically modified organisms,0
186,post claims covid19 swab test cause brain inflammation,0
187,eps tested less 5 inhabitants ca³rob covid19,0
188,video shows execution journalist denounced wasteful spending city hallah™s work combat covid19 brazilian state para¡,0
189,rnabased covid19 vaccines turn humans genetically modified organisms,0
190,according brazilian civil registry deaths 2019 2020 considering first semester,0
191,video family doctor natalia preso cancel criticizing pcr test used detect coronavirus active infections,0
192,post list recommendations prevent treat new coronavirus,0
193,post claims covid19 swab test cause brain inflammation,0
194,video supposedly shows medical staff protesting pandemic â€œfraudâ€ something real,0
195,brazilian federal government dismissed 396000 civil servants received fraudulent covid19 emergency assistance,0
196,post shared thousands times facebook claims novel coronavirus affect people fit thin,0
197,masks sanitized microwave,0
198,first person receive chinese covid19 vaccine tested brazil actually vaccinated video simulation since cap injection still,0
199,noncontact thermometers emit infrared rays damage pineal gland behind forehead,0
200,image supposedly shows results vaccination campaigns children sierra leone,0
201,post shows doctor santiago del ester argentina fighting coronavirus,0
202,drinking water boiled turmeric powder ginger carom seeds coriander seeds cure covid19,0
203,image supposedly shows results vaccination campaigns children sierra leone,0
204,government ordered reopening schools colleges,0
205,chain indicating newborn named martin sosa admitted children™s hospital cuba argentina,0
206,authorities discreetly reauthorized hydroxychloroquine covid19,0
207,post indicates spanish doctors say face masks dona™t work outdoors,0
208,supporters abscbn including actor gerald anderson gathered together violated quarantine rules wearing face masks covid19 pandemic,0
209,brazil recorded deaths first half 2019 first half 2020,0
210,post shared thousand times facebook claims corpse covid19 positive person 100 times â€œtoxicâ€ 72 hours death a” undertakers burying bodies within prescribed period funerals become hotspots infections,0
211,comedian michael v also known â€œbitoy â€ died contracting new coronavirus,0
212,masks nothing prevent spread pathogens including sarscov2 cause oxygen deficiency,0
213,student pondicherry university found home remedy cure covid19 accepted mixing black pepper powder ginger honey consuming 5 days cure person new coronavirus,0
214,federal government fired 396 thousand public servants received illegally emergency covid19 allowance,0
215,authorities decided close frenchspanish border,0
216,inhaling eucalyptus prevents eliminates new coronavirus,0
217,ghana™s president backs conspiracy theories covid19,0
218,uruguay gave 55000 doses medicine brazil fight covid19,0
219,audio denounces falsification death certificates hospital de clã­nicas cuba argentina increase deaths coronavirus,0
220,authorities decided close frenchspanish border,0
221,brazil recorded deaths first half 2019 first half 2020,0
222,registered governmental™s emergency subsidy program esp via reliefagad app claim cash aid via cash regardless payout method selected app,0
223,government ordered reopening schools colleges,0
224,post shared thousand times facebook claims corpse covid19 positive person 100 times â€œtoxicâ€ 72 hours death a” undertakers burying bodies within prescribed period funerals become hotspots infections,0
225,comedian michael v also known â€œbitoy â€ died contracting new coronavirus,0
226,gasoline diesel used disinfect surfaces hands kill sarscov2 virus causes covid19,0
227,authorities discreetly reauthorized hydroxychloroquine covid19,0
228,masks nothing prevent spread pathogens including sarscov2 cause oxygen deficiency,0
229,video huge crowd maintaining social distancing india institute medical science aims patna city state bihar,0
230,raisin prevents clotting thus helps fight covid19,0
231,ordinance punishes minors parents violating quarantine rules took effect monday july 20,0
232,claim shared repeatedly multiple posts facebook instagram websites july 2020 top medical experts world health organization us centers disease control prevention cdc new england journal medicine warned wearing face masks cause severe health issues,0
233,ivermectin good results covid19 treatment bolivia dominican republic new zealand australia african countries,0
234,claim shared repeatedly multiple posts facebook instagram websites july 2020 top medical experts world health organization us centers disease control prevention cdc new england journal medicine warned wearing face masks cause severe health issues,0
235,multiple facebook posts shared tens thousands times claim novel coronavirus causes disease covid19 infected far fewer people h1n1 virus swine flu media hysteria prompted overblown response,0
236,viral message says 60 years age get pharmacies area pack three masks per month a¦ wednesday 29 julya text shared coming spanish regions andalusia catalonia castilla lea³n valencian community basque country,0
237,nokia distributing free phones students amidst coronavirus pandemic,0
238,graph correlates greater vaccination influenza 65 years age higher mortality rate compared covid19,0
239,video huge crowd maintaining social distancing india institute medical science aims patna city state bihar,0
240,raisin prevents clotting thus helps fight covid19,0
241,french doctors protest discovering covid19 pandemic fraud,0
242,picture showing italian prime minister giuseppe conte french president emmanuel macron german chancellor angela merkel drink together masks respecting social distancing measures,0
243,person visited babushka hypermarket penumbra found covid19 positive hence visited hypermarket 16th july 2020 asked report penumbra talk hospital,0
244,obama dr fauci visited wuhan lab 2015,0
245,need tea â€˜solutionâ€™ covid19,0
246,covid19 alachua chalía huac™ boy breathed hast singing hindi song,0
247,publication claims 1918 american city philadelphia prematurely ended quarantine spanish flu launched demonstration measures staying home led peak infections hospitalizations deaths,0
248,covid19 alachua chalía huac™ boy breathed hast singing hindi song,0
249,picture coronavirusinfected patients™s throat,0
250,image two people turn backs state ceremony took place july 16 honor victims covid19 moves message members po demos turned around king felipe vi spoke,0
251,car blew beam brazil driver cleaned key alcoholbased hand sanitizer,0
252,covid19 asymptomatic carriers transmit antibodies people,0
253,changed directives need isolate infected people,0
254,photo shows brazilian president jair bolsonaro hospitalized tube coming nose caption links photo covid19,0
255,evidence mentholatum eucalyptus prevent development covid19 human body,0
256,po demos politicians turned around state ceremony covid19 victims,0
257,porto felix brazilian city state sago paulo doesn™t register deaths covid19 since adopted treatment protocol chloroquine,0
258,governor bahia run costa determined hydroxychloroquine tablets confiscated pharmacies around state,0
259,quote doctor alberto angrily saying covid19 consequence immigration,0
260,couple days message circulating users invited make request help national government form colombian government,0
261,â€œmozhemeâ€ coalition connected newly infected covid19 patients although nothing issue,0
262,map sri lanka shared certain cities highlighted places visited close contacts kandahar covid19 cluster,0
263,map sri lanka shared certain cities highlighted places visited close contacts kandahar covid19 cluster,0
264,couple days message circulating users invited make request help national government form colombian government,0
265,photo shows brazilian president jair bolsonaro hospitalized tube coming nose caption links photo covid19,0
266,picture coronavirusinfected patients™s throat,0
267,facebook posts shared thousands times claim us federal emergency management agency fema offering hazard pay compensation individuals worked novel coronavirus pandemic,0
268,doctors steal fingerprints data pulse oximeter,0
269,extensive mask wearing weakens immune system canal™t breathe properly,0
270,statements american political scientist activist susan george says spaniards laboratory rats leta™s see much punishment tolerate without rebellinga phrase shared related current coronavirus pandemic,0
271,singaporean™s health ministry issued advisory daytoday progression covid19 symptoms patients first nine days infection,0
272,us education secretary betsy devos said children â€œstoppersâ€ coronavirus,0
273,city manizales estimated cyclone covid19 greatly reduced greenhouse gas emissions,0
274,french prime minister health minister expelled government banning chloroquine country,0
275,chinese scientists publicly stated coronavirus labmade,0
276,video text claims offer information coronavirus becomes japanese ministry healtha claims first symptoms infection appear lungs already show 50 fibrosis,0
277,pcr tests damage heat encephalic barrier,0
278,covid19 hospital flooded bihar,0
279,us education secretary betsy devos said children â€œstoppersâ€ coronavirus,0
280,pcr tests damage heat encephalic barrier,0
281,5g technology creates coronavirus human cells,0
282,singaporean™s health ministry issued advisory daytoday progression covid19 symptoms patients first nine days infection,0
283,extensive mask wearing weakens immune system canal™t breathe properly,0
284,statements american political scientist activist susan george says spaniards laboratory rats leta™s see much punishment tolerate without rebellinga phrase shared related current coronavirus pandemic,0
285,supposed doctor recommends video inhaling antiseptic alcohol fight new coronavirus,0
286,video man attacking cashier mcdonald™s restaurant viewed thousands times multiple posts facebook alongside claim happened singapore,0
287,private health system began offering antibody tests detect covid19 time ministry health said would buy antigen tests,0
288,video claims italy discovered covid19 bacteria virus,0
289,video says face masks ineffective mitigating transmission covid19 harmful wearer,0
290,anthony fauci married sister ghislaine maxwell arrested us charges human trafficking,0
291,swabs used covid19 rtpcr testes damage bloodbrain barrier,0
292,average daily deaths recorded brazil 2020 lower 2019,0
293,swabs used covid19 rtpcr testes damage bloodbrain barrier,0
294,video says face masks ineffective mitigating transmission covid19 harmful wearer,0
295,coronavirus amplified bacterium related 5g,0
296,average daily deaths recorded brazil 2020 lower 2019,0
297,video man attacking cashier mcdonald™s restaurant viewed thousands times multiple posts facebook alongside claim happened singapore,0
298,text ensures guava tree leaf prevent reverse effects covid19,0
299,article stating 25 police officers tested positive covid19 assisting positive migrants,0
300,student pondicherry university found home remedy covid19 accepted world health organization,0
301,ghana™s president said coronavirus created laboratory,0
302,supposed doctor recommends video inhaling antiseptic alcohol fight new coronavirus,0
303,ecuador found cure coronavirus,0
304,anthony fauci married sister ghislaine maxwell arrested us charges human trafficking,0
305,new vaccine contains â€œrnaâ€ digitize replicator activated 5g virus reactivate patient recovers,0
306,nasser fiber tested positive covid19,0
307,photo claims show dr fauci melinda gates barack obama wuhan lab 2015,0
308,image claims alleged therapy called biomagnetism capable wipe appall kinds viruses bacteria fungi parasites including coronavirus quickly effectivelya,0
309,new vaccine contains â€œrnaâ€ digitize replicator activated 5g virus reactivate patient recovers,0
310,nasser fiber tested positive covid19,0
311,web article stating kazakhstan dealing new outbreak particular kind pneumonia anymore dangerous covid19â€,0
312,student pondicherry university india found home remedy covid19 accepted world health organization,0
313,mayor porto alegre brazil removed benches redenã§ã£o park measure people meeting,0
314,photo claims show dr fauci melinda gates barack obama wuhan lab 2015,0
315,deaths causes â€˜passedâ€™ covid19,0
316,15minute video president republic ghana nana akufoaddo allegedly reveals coronavirus created laboratory spread throughout world,0
317,biggest public hospital fortaleza ceará¡ brazil covid19 patients,0
318,press release chinese embassy kazakhstan alerting alleged new pneumonia whose case fatality rate much higher covid19,0
319,approved chinese vaccine covid19 costs us10000 per dose also forbade tests american vaccine would given low cost,0
320,doctors performs csection covid19 patient give birth baby without cutting membrane protects way prevent contamination,0
321,photo shows former president barack obama dr anthony fauci melinda gates wuhan lab 2015a,0
322,masks produce hypoxia hypercarbia,0
323,photo shows former president barack obama dr anthony fauci melinda gates wuhan lab 2015a,0
324,video claims brazilian media outlets choose irrelevant scientists talk pandemic,0
325,us government approved second round coronavirus stimulus payments everyone signs a” money forthcoming â€œ57 business daysa,0
326,claimed maybe need lockdown,0
327,claim secretary education betsy devos said â€˜onlyâ€™ 02 kids likely die go back school pandemic,0
328,warns wearing masks unnecessary healthy people,0
329,focus brazilian stateowned science institute developed chadox1 ncov2019 offered oxford university getting support jair bolsonaro,0
330,home treatment based ivermectin chloroquine azithromycin vitamins cure infection caused novel coronavirus,0
331,manuel elvin pat arroyo famous colombian scientific wrote message coronavirus sided,0
332,claim video amitabh bachchan praising nanavathi hospital covid warriors released,0
333,masks dangerous,0
334,africa managed pandemic prescribing ivermectin,0
335,covid19 test using swab used collect naacp population,0
336,seasonal influenza vaccination mandatory georgia fall covid19 mortality rates significantly lower fatalities caused viruses,0
337,video shows monkeys attacking gandhi hospital hyderabad,0
338,seasonal influenza vaccination mandatory georgia fall covid19 mortality rates significantly lower fatalities caused viruses,0
339,claim secretary education betsy devos said â€˜onlyâ€™ 02 kids likely die go back school pandemic,0
340,covid19 test using swab used collect naacp population,0
341,telanganas celebrity lyricist suddath ashok tea died due coronavirus infection,0
342,youngest patient died covid19 macedonia age 24 actually victim medical negligence,0
343,deaths covid19 nearing zero us,0
344,techno first moscow state medical university russia completed clinical trials â€œworldâ€™s first covid19 vaccinea,0
345,mayor cali colombia close city 14 days due coronavirus,0
346,pistol shaped infrared thermometers dangerous burn neurons,0
347,fake document says italian government extending state emergency spring 2021,0
348,compass mobile application collaborating portuguese government,0
349,pah pan american health organization conducted studies ivermectin scientific evidence efficacy covid19,0
350,publications suggest would better test covid19 saliva nose,0
351,adidas donating shoes campaign new coronavirus,0
352,telangana chief minister treated covid19 infection ashoka hospitals,0
353,new coronavirus settles faster dry throat,0
354,helicopters fly entirety luzon spray unspecified substances coronavirus,0
355,everyone worried covid19 chamber deputies approved two bills legalize abortion,0
356,masks causing us breathe waste body favors cancer causes hypoxia intoxicates blood,0
357,lemon juice cures covid19,0
358,uk nurse gives recommendations treating coronavirus,0
359,french doctors protested throwing away vests finding covid19 fraud,0
360,ivermectin chloroquine nitazoxanide sold brazil name anita prevent multiplication novel coronavirus taken beginning covid19 symptoms,0
361,new coronavirus created laboratory,0
362,cases covid19 disease caused novel coronavirus real planned us billionaire bill gates push use vaccines microchip implants,0
363,consuming alcohol beverages vodka reduce risk covid19 infection,0
364,eiffel tower reopens homage covid19 deaths,0
365,edouard philippe france™s exprime minister sued forbade hydroxychloroquine country,0
366,publications suggest would better test covid19 saliva nose,0
367,adidas donating shoes campaign new coronavirus,0
368,wearing mask cause fungal infection,0
369,â€˜dr vk srinivasan vicepresident bharat biotech taking first injection covid19 vaccine confidence product™,0
370,â€˜dr vk srinivasan vicepresident bharat biotech taking first injection covid19 vaccine confidence product™,0
371,post claiming coronavirus affected patients chinniyampalayam cellulose get cured within day consuming herbal mysore pak,0
372,consuming alcohol beverages vodka reduce risk covid19 infection,0
373,â€˜dr vk srinivasan vicepresident bharat biotech taking first injection covid19 vaccine confidence product™,0
374,senior officials rajasthan police visited ajmer sharif sarah,0
375,viral pamphlet claims herbal mysore pak south indian sweet cure covid19,0
376,bubonic plague airborne spread infected person coughs,0
377,whatsapp message says coronavirus transmitted wastewater,0
378,post claiming coronavirus affected patients chinniyampalayam cellulose get cured within day consuming herbal mysore pak,0
379,text one blamed pandemic brazil written mario sergio cornell brazilian writer philosophy professor,0
380,senior officials rajasthan police visited ajmer sharif sarah,0
381,consuming alcohol beverages vodka reduce risk covid19 infection,0
382,using nasopharyngeal swabs covid19 testing unnecessary saliva samples mouth swabs equivalent substitute,0
383,1918 flag™s second wave legal first people stooped precaution measures,0
384,â€˜dr vk srinivasan vicepresident bharat biotech taking first injection covid19 vaccine confidence product™,0
385,publication macedonian claims â€œcovid19 virus italians first find cure,0
386,picture brazilian president jair bolsonaro hospital bed would show condition testing positive covid19,0
387,video excerpt american television program presenter criticizes use masks part criticism supposedly measures oxygen levels inside mask child wearing,0
388,nasal swabs used obtain samples covid19 tests reach bloodbrain barrier may damage,0
389,health authorities recommend throw teaspoon bleach inside every toilet sink drain helps prevent sarscov2 enter house sewer,0
390,pharmaceutical cure covid19,0
391,health authorities recommend throw teaspoon bleach inside every toilet sink drain helps prevent sarscov2 enter house sewer,0
392,coffee cures coronavirus,0
393,publication macedonian claims â€œcovid19 virus italians first find cure,0
394,painting people face masks flags different countries appear assuring admiral denver airport painted 1994â€ predicted current coronavirus pandemic,0
395,video excerpt american television program presenter criticizes use masks part criticism supposedly measures oxygen levels inside mask child wearing,0
396,claim universidad de antioquia idea colombia predicted almost thousand deaths per dayan™ peak covid19,0
397,wearing mask cause fungal infection,0
398,5g spreads new coronavirus,0
399,universal church kingdom god published note stating healing sessions suspended due covid19,0
400,image circulating via whatsapp discloses false information dates supposedly protect bonus deposited accounts costa rican citizens,0
401,eating highly alkaline foods defeat covid19 sarscov2 ph level 55 85,0
402,nasal swabs used obtain samples covid19 tests reach bloodbrain barrier may damage,0
403,pandemics occur every century,0
404,prisoners temporarily released covid19 responsible 139 murders brazil april 2020,0
405,articles shared hundreds times facebook multiple countries claim holy communion banned toronto part canadian city™s response coronavirus pandemic,0
406,5g spreads new coronavirus,0
407,eating highly alkaline foods defeat covid19 sarscov2 ph level 55 85,0
408,symptoms covid19 take azithromycin ivermectin acetylcysteine,0
409,dr belgian bilge™s claims use masks,0
410,david ice says pandemic caused 5g technology,0
411,governor brazilian state bahia dismissed doctor appealed president jair bolsonaro chloroquine,0
412,text circulating macedonian says anew research shaken world something terrible discovered coronavirus human immunitya,0
